App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,reviews_int,size_int,installs_int,price_int
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,"50,000,000+",Free,0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,2588.0,7600000.0,100000.0,0.0
Bejeweled Stars: Free Match 3,FAMILY,4.5,85484,Varies with device,"1,000,000+",Free,0,Everyone,Puzzle;Brain Games,"August 2, 2018",2.17.1,4.1 and up,,,,
Child Growth Tracking,PARENTING,4.4,498,Varies with device,"50,000+",Free,0,Everyone,Parenting,"July 25, 2018",1.5.3.1807,4.4 and up,4108.0,13000000.0,10000.0,17.99
HCP Anywhere,BUSINESS,4.7,114,8.6M,"5,000+",Free,0,Everyone,Business,"March 30, 2018",3.1.0.2,4.3 and up,158.0,26000000.0,50000.0,0.0
Masha and the Bear,FAMILY,4.4,15105,36M,"1,000,000+",Free,0,Everyone,Education,"June 11, 2018",3.1.8,4.3 and up,,,,
Zomato - Restaurant Finder and Food Delivery App,FOOD_AND_DRINK,4.3,511228,Varies with device,"10,000,000+",Free,0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device,2427.0,5300000.0,500000.0,0.0
OMG Gross Zit - Date Nightmare,FAMILY,3.7,70105,67M,"10,000,000+",Free,0,Everyone,Casual,"June 6, 2018",1.0.3,4.1 and up,,,,
InstaCam - Camera for Selfie,PHOTOGRAPHY,4.0,15098,10.0M,"1,000,000+",Free,0,Everyone,Photography,"March 3, 2017",1.43,2.3 and up,69488.0,9700000.0,1000000.0,0.0
2-Player Co-op Zombie Shoot,GAME,4.2,33,13M,"1,000+",Free,0,Teen,Action,"July 1, 2018",1.0.13,2.3 and up,5.0,3800000.0,500.0,0.0
Type S LED,LIFESTYLE,3.5,628,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,"August 14, 2017",Varies with device,4.3 and up,7878.0,3600000.0,1000000.0,0.0
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24666,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device,,,,
Create A Superhero HD,FAMILY,3.3,8642,19M,"500,000+",Free,0,Teen,Casual,"December 30, 2017",4.0.4,2.3 and up,4443407.0,67000000.0,100000000.0,0.0
Bitcoin Ticker Widget,FINANCE,4.6,25744,Varies with device,"500,000+",Free,0,Everyone,Finance,"July 30, 2018",Varies with device,Varies with device,168.0,24000000.0,10000.0,0.0
Ba dum tss - Rimshot widget,COMICS,4.1,690,444k,"50,000+",Free,0,Everyone,Comics,"September 29, 2015",1.2.3,2.2 and up,15.0,3200000.0,50.0,0.0
I am Rich Person,LIFESTYLE,4.2,134,1.8M,"1,000+",Paid,$37.99,Everyone,Lifestyle,"July 18, 2017",1.0,4.0.3 and up,180.0,27000000.0,10000.0,0.0
B y H Niños ES,BOOKS_AND_REFERENCE,4.6,53,16M,"5,000+",Free,0,Everyone,Books & Reference,"September 22, 2015",1.0.2,2.3 and up,7.0,1300000.0,1000.0,0.0
"Pedometer, Step Counter & Weight Loss Tracker App",HEALTH_AND_FITNESS,4.6,548021,27M,"10,000,000+",Free,0,Everyone,Health & Fitness,"August 2, 2018",p5.7.1,4.1 and up,58055.0,41000.0,5000000.0,0.0
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4M,"1,000,000+",Free,0,Everyone,Communication,"July 30, 2018",6.5.1,4.0.3 and up,122595.0,30000000.0,1000000.0,0.0
We Heart It,SOCIAL,4.5,637254,Varies with device,"10,000,000+",Free,0,Teen,Social,"July 18, 2018",Varies with device,Varies with device,41000.0,2000000.0,1000000.0,0.0
Paramedic Protocol Provider,MEDICAL,4.5,171,20M,"10,000+",Paid,$10.00,Everyone 10+,Medical,"September 21, 2017",1.8.3,4.1 and up,308234.0,38000000.0,10000000.0,0.0
"Mint: Budget, Bills, Finance",FINANCE,4.3,129305,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"August 2, 2018",Varies with device,Varies with device,12.0,19000000.0,100.0,0.99
ODTMobile,BUSINESS,3.4,15,2.7M,"10,000+",Free,0,Everyone,Business,"March 10, 2016",3.2,2.2 and up,53.0,16000000.0,5000.0,0.0
CZ File Manager,TOOLS,2.2,876,8.7M,"1,000,000+",Free,0,Everyone,Tools,"August 6, 2018",3.2.3,4.2 and up,38679.0,5900000.0,10000000.0,0.0
BSPlayer,VIDEO_PLAYERS,4.2,4585,Varies with device,"50,000+",Paid,$5.99,Everyone,Video Players & Editors,"March 30, 2018",Varies with device,Varies with device,12.0,2500000.0,500.0,0.0
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23M,"1,000,000+",Free,0,Everyone,Communication,"September 28, 2016",2.9.8,2.3.3 and up,1601.0,3800000.0,500000.0,0.0
Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,4.6,361780,9.7M,"10,000,000+",Free,0,Everyone,Books & Reference,"May 30, 2018",4.1,2.3 and up,6079.0,1800000.0,500000.0,0.0
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3.0M,"1,000+",Paid,$2.49,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up,,,,
ABC – Live TV & Full Episodes,FAMILY,3.3,50428,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 25, 2018",Varies with device,5.0 and up,14.0,27000000.0,1000.0,0.0
DS get,TOOLS,3.4,71852,22M,"5,000,000+",Free,0,Everyone,Tools,"May 23, 2018",1.12.0,4.1 and up,410.0,60000000.0,50000.0,0.0
Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563,39M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",3.6.4,4.2 and up,95905.0,33000000.0,10000000.0,0.0
Map My Hike GPS Hiking,HEALTH_AND_FITNESS,4.4,12858,55M,"500,000+",Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up,27722264.0,76000000.0,1000000000.0,0.0
NSE Mobile Trading,FINANCE,4.1,13868,1.4M,"1,000,000+",Free,0,Everyone,Finance,"August 3, 2017",1.1.16,2.1 and up,121838.0,15000000.0,5000000.0,0.0
Au Pair Legend,LIFESTYLE,4.4,28,8.8M,"1,000+",Free,0,Everyone,Lifestyle,"July 19, 2018",3.5,5.0 and up,18.0,3500000.0,5000.0,0.0
Dr. Panda Supermarket,FAMILY,4.2,1357,58M,"50,000+",Paid,$2.99,Everyone,Educational;Pretend Play,"February 16, 2016",1.6,4.0 and up,36981.0,4000000.0,1000000.0,0.0
"Starg - Gay, Same Sex, Bi",DATING,3.7,66,7.3M,"10,000+",Free,0,Mature 17+,Dating,"November 29, 2016",1.0.6,4.1 and up,2889.0,2500000.0,500000.0,0.0
STUCOR - AU,FAMILY,4.5,1827,12M,"100,000+",Free,0,Everyone,Education,"June 5, 2018",1.3,4.1 and up,75719.0,30000000.0,5000000.0,0.0
auto Call Recorder 2018,LIBRARIES_AND_DEMO,4.5,929,7.0M,"50,000+",Free,0,Everyone,Libraries & Demo,"February 16, 2018",1.02.2018.11,4.0 and up,120592.0,77000000.0,10000000.0,0.0
BURGER KING® MOBILE APP,LIFESTYLE,3.8,19221,13M,"5,000,000+",Free,0,Everyone,Lifestyle,"May 24, 2018",Varies with device,Varies with device,8.0,18000000.0,1000.0,0.0
Info BMKG,WEATHER,4.3,21404,7.6M,"1,000,000+",Free,0,Everyone,Weather,"June 15, 2017",2.2,4.4 and up,1329008.0,97000000.0,50000000.0,0.0
BusyBox Pro,TOOLS,4.7,8114,Varies with device,"100,000+",Paid,$2.49,Everyone,Tools,"June 9, 2018",Varies with device,Varies with device,219821.0,10000000.0,1000000.0,0.0
"Super Resume Builder Pro, CV",BUSINESS,4.4,244,6.9M,"1,000+",Paid,$4.99,Everyone,Business,"August 17, 2017",4.38,2.3 and up,7107.0,33000000.0,100000.0,0.0
"Selfie Camera: Beauty Camera, Photo Editor,Collage",PHOTOGRAPHY,4.7,31985,9.1M,"1,000,000+",Free,0,Everyone,Photography,"August 6, 2018",1.7.14,4.2 and up,4724.0,5400000.0,1000000.0,0.0
Firefox Browser fast & private,COMMUNICATION,4.4,3075096,Varies with device,"100,000,000+",Free,0,Everyone,Communication,"July 10, 2018",Varies with device,Varies with device,2142.0,47000000.0,50000.0,0.0
Bird - Enjoy The Ride,TRAVEL_AND_LOCAL,4.3,2649,25M,"500,000+",Free,0,Everyone,Travel & Local,"August 3, 2018",4.1.1,4.4 and up,,,,
Questland: Turn Based RPG,FAMILY,4.6,31134,48M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"August 2, 2018",1.10.6,4.1 and up,6.0,9200000.0,1000.0,0.0
Block Puzzle Classic Legend !,GAME,4.2,17039,4.9M,"5,000,000+",Free,0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up,42145.0,20000000.0,10000000.0,0.0
Draw N Guess Multiplayer,GAME,3.9,29505,69M,"1,000,000+",Free,0,Everyone,Word,"April 4, 2018",3.0.11,4.0.3 and up,61990.0,0.0,10000000.0,0.0
Geometry Dash World,GAME,4.6,760628,63M,"10,000,000+",Free,0,Everyone,Arcade,"December 22, 2017",1.03,4.0 and up,4921409.0,0.0,100000000.0,0.0
MIX by Camera360,PHOTOGRAPHY,4.4,111066,74M,"5,000,000+",Free,0,Everyone,Photography,"August 3, 2018",4.8.7,4.0.3 and up,512106.0,0.0,10000000.0,0.0
Photo Editor & Candy Camera & Grid & ScrapBook,ART_AND_DESIGN,4.1,159,19M,"10,000+",Free,0,Everyone,Art & Design,"January 7, 2018",1.0.0,4.0.3 and up,159.0,19000000.0,10000.0,0.0
Racing Moto,GAME,4.3,697805,7.4M,"50,000,000+",Free,0,Everyone,Racing,"July 3, 2018",1.2.13,3.0 and up,,,,
Samsung Calculator,TOOLS,4.4,9602,2.5M,"100,000,000+",Free,0,Everyone,Tools,"July 5, 2018",6.0.61.5,7.0 and up,20605.0,0.0,1000000.0,0.0
TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,3.8,1343,9.0M,"100,000+",Free,0,Everyone,Productivity,"March 12, 2018",1.0.26,5.0 and up,244.0,976000.0,10000.0,0.0
Barca News - app for Barcelona FC Fans,SPORTS,4.5,207,4.5M,"10,000+",Free,0,Everyone,Sports,"November 13, 2017",2.6.0,4.0 and up,,,,
► MultiCraft ― Free Miner! 👍,GAME,4.3,1305050,Varies with device,"50,000,000+",Free,0,Everyone 10+,Adventure,"July 29, 2018",1.1.11.11,4.1 and up,103.0,28000000.0,10000.0,0.0
ESPN Fantasy Sports,SPORTS,4.0,176487,10M,"5,000,000+",Free,0,Everyone,Sports,"November 21, 2017",5.3.0,4.4 and up,,,,
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,16M,"10,000+",Free,0,Teen,Casino,"July 8, 2018",2.1.2,4.1 and up,853.0,27000000.0,10000.0,0.0
Bo's Dinnertime Story,FAMILY,4.3,6,33M,"1,000+",Paid,$2.49,Everyone,Education;Pretend Play,"December 25, 2017",1.5,4.0.3 and up,84.0,11000000.0,10000.0,0.0
Q Operator,BUSINESS,4.6,60,Varies with device,"1,000+",Free,0,Everyone,Business,"November 8, 2016",1.10.4,4.3 and up,48.0,25000000.0,5000.0,0.0
Camera MX - Free Photo & Video Camera,PHOTOGRAPHY,4.3,244371,Varies with device,"10,000,000+",Free,0,Everyone,Photography,"July 5, 2018",Varies with device,Varies with device,11200.0,11000000.0,5000000.0,0.0
Dictionary,BOOKS_AND_REFERENCE,4.5,264260,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"June 22, 2018",Varies with device,Varies with device,111634.0,13000000.0,5000000.0,0.0
My Little Pony Rainbow Runners,FAMILY,4.3,33785,16M,"5,000,000+",Free,0,Everyone,Casual;Action & Adventure,"December 20, 2017",1.3,4.1 and up,17.0,6000000.0,10000.0,0.0
MIUI Style GO Weather EX,WEATHER,4.2,2115,1.1M,"500,000+",Free,0,Everyone,Weather,"July 4, 2014",1.3,1.6 and up,,,,
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296829,11M,"10,000,000+",Free,0,Teen,Entertainment,"July 15, 2018",2.13.5,4.1 and up,281485.0,0.0,5000000.0,0.0
Fallout Shelter,GAME,4.6,2719142,25M,"10,000,000+",Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,879.0,0.0,100000.0,0.0
Advanced EX for NISSAN,TOOLS,2.9,164,144k,"5,000+",Paid,$4.99,Everyone,Tools,"March 14, 2015",1.3,1.6 and up,,,,
BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,6.5M,"1,000+",Free,0,Everyone,Books & Reference,"March 15, 2017",3.15317,3.0 and up,8.0,3800000.0,500.0,0.0
Migraine Buddy - The Migraine and Headache tracker,MEDICAL,4.7,26862,30M,"500,000+",Free,0,Everyone,Medical,"June 25, 2018",25.3.1,4.0.3 and up,1864.0,13000000.0,500000.0,0.0
Fan App for Reading FC,SPORTS,3.6,9,13M,500+,Free,0,Teen,Sports,"August 6, 2016",060816,4.2 and up,,,,
Endress+Hauser Operations,BUSINESS,4.5,234,3.4M,"10,000+",Free,0,Everyone,Business,"April 16, 2018",2.4.3.1523,4.0 and up,,,,
Future Cloud,PRODUCTIVITY,4.6,1075,Varies with device,"100,000+",Free,0,Everyone,Productivity,"January 22, 2018",Varies with device,4.4 and up,,,,
Remix Second Hand,SHOPPING,4.2,867,7.5M,"100,000+",Free,0,Everyone,Shopping,"August 2, 2018",1.5.8,4.4 and up,8.0,6300000.0,100.0,0.99
Kill Shot Bravo: Sniper FPS,GAME,4.4,579519,99M,"10,000,000+",Free,0,Mature 17+,Action,"July 18, 2018",5.1,4.1 and up,524467.0,33000000.0,10000000.0,0.0
Preferences Manager and SQLite DB Viewer,TOOLS,3.5,13,3.0M,"1,000+",Free,0,Everyone,Tools,"July 18, 2017",1.01,4.0 and up,6.0,1300000.0,1000.0,0.0
Q Remote Control,TOOLS,3.8,4264,14M,"500,000+",Free,0,Everyone,Tools,"July 12, 2014",2.6.1,2.3 and up,18.0,1700000.0,100.0,0.0
All Type DP,FAMILY,4.3,1853,5.8M,"500,000+",Free,0,Everyone,Entertainment,"May 10, 2018",1.8,4.0 and up,103199.0,44000000.0,10000000.0,0.0
Ai illustrator viewer,ART_AND_DESIGN,3.4,486,5.9M,"100,000+",Free,0,Everyone,Art & Design,"July 26, 2018",5.7,5.0 and up,2.0,2400000.0,500.0,0.0
Twitter,NEWS_AND_MAGAZINES,4.3,11657972,Varies with device,"500,000,000+",Free,0,Mature 17+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,149.0,3500000.0,1000.0,1.99
Anime X Wallpaper,PERSONALIZATION,4.7,32613,3.2M,"1,000,000+",Free,0,Everyone,Personalization,"May 31, 2018",3.11,4.1 and up,25717.0,0.0,1000000.0,0.0
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6M,"10,000+",Paid,$2.99,Everyone,Communication,"January 6, 2018",2.28,2.3 and up,34514.0,60000000.0,5000000.0,0.0
Camping RV Caravan Parking 3D,GAME,3.3,5290,48M,"500,000+",Free,0,Everyone,Racing,"December 18, 2014",1.3,2.3 and up,,,,
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90M,"10,000,000+",Free,0,Everyone 10+,Action,"July 27, 2018",6.3.2,4.0.3 and up,,,,
DK Murali,SOCIAL,4.8,65,7.1M,500+,Free,0,Teen,Social,"February 25, 2017",1.1.2,4.1 and up,53.0,7900000.0,5000.0,0.0
Lunar Calendar,LIFESTYLE,4.5,484,Varies with device,"1,000+",Paid,$4.99,Mature 17+,Lifestyle,"July 17, 2018",Varies with device,Varies with device,319.0,25000.0,10000.0,2.99
DH News,NEWS_AND_MAGAZINES,2.5,81,6.7M,"10,000+",Free,0,Mature 17+,News & Magazines,"November 27, 2017",3.4.5,4.0.3 and up,42621.0,23000000.0,1000000.0,0.0
AutoScout24 Switzerland – Find your new car,AUTO_AND_VEHICLES,4.6,13372,Varies with device,"1,000,000+",Free,0,Everyone,Auto & Vehicles,"August 3, 2018",Varies with device,Varies with device,3617.0,7900000.0,100000.0,0.0
Messenger,SOCIAL,4.1,68025,3.9M,"10,000,000+",Free,0,Everyone,Social,"April 16, 2018",1.0,4.1 and up,,,,
DV-2019 Results,FAMILY,4.3,158,2.6M,"10,000+",Free,0,Everyone,Entertainment,"June 14, 2018",17.0,4.0 and up,,,,
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14M,"100,000,000+",Free,0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,12.0,29000000.0,100.0,0.99
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,3.1M,"10,000,000+",Free,0,Everyone,News & Magazines,"August 3, 2018",5.1.10,2.2 and up,168.0,49000000.0,5000.0,1.99
CP RACING 2 FREE,FAMILY,4.0,4607,19M,"100,000+",Free,0,Everyone,Simulation,"March 12, 2018",3,4.0 and up,403.0,39000000.0,50000.0,0.0
NewTek NDI,PHOTOGRAPHY,3.5,77,1.2M,"1,000+",Paid,$19.99,Everyone,Photography,"October 26, 2016",1.1,4.1 and up,65146.0,100000000.0,10000000.0,0.0
"Bleacher Report: sports news, scores, & highlights",SPORTS,4.4,122282,Varies with device,"5,000,000+",Free,0,Everyone 10+,Sports,"July 20, 2018",Varies with device,Varies with device,5157.0,0.0,500000.0,0.0
CQ Hotels,TRAVEL_AND_LOCAL,4.3,15,14M,"10,000+",Free,0,Everyone,Travel & Local,"July 6, 2018",5.4.13,4.4 and up,322.0,1500000.0,50000.0,0.0
Orbita AI — Exciting mobile puzzles & riddles,FAMILY,4.6,116973,31M,"1,000,000+",Free,0,Everyone,Puzzle,"March 29, 2018",1.1.9.1,4.1 and up,3347.0,15000000.0,100000.0,0.0
Q-Tech Companion App,FOOD_AND_DRINK,1.8,17,3.1M,"10,000+",Free,0,Everyone,Food & Drink,"March 8, 2017",1.6.3,4.4 and up,2.0,35000000.0,10.0,0.99
GATE Syllabus for EC 2018 & Notifications,FAMILY,4.7,23,4.3M,"1,000+",Free,0,Everyone,Education,"August 28, 2017",1.3,4.4 and up,,,,
BSPlayer FREE,VIDEO_PLAYERS,4.3,138337,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors,"April 3, 2018",Varies with device,Varies with device,147.0,9800000.0,10000.0,0.0
BH Cosmetics,BEAUTY,4.0,2,3.6M,"1,000+",Free,0,Everyone,Beauty,"May 29, 2018",1.0,4.0 and up,28.0,1500000.0,5000.0,0.0
Fruit Cube Blast,FAMILY,4.6,9199,80M,"500,000+",Free,0,Everyone,Puzzle;Brain Games,"August 3, 2018",1.2.7,4.1 and up,2.0,7100000.0,5.0,0.0
bm offers,LIFESTYLE,3.2,320,31M,"50,000+",Free,0,Everyone,Lifestyle,"December 13, 2017",1.4,4.2 and up,8.0,22000000.0,100.0,0.0
CY Digital Net,SHOPPING,4.7,3,5.8M,500+,Free,0,Everyone,Shopping,"August 1, 2017",2.0.0,4.0 and up,11449.0,1700000.0,500000.0,0.0
Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,1327269.0,99000000.0,50000000.0,0.0
Periscope - Live Video,SOCIAL,4.0,479939,15M,"10,000,000+",Free,0,Mature 17+,Social,"July 9, 2018",1.23.3.0,4.4 and up,7443.0,33000000.0,100000.0,0.0
EZCast – Cast Media to TV,VIDEO_PLAYERS,3.6,32112,Varies with device,"1,000,000+",Free,0,Everyone,Video Players & Editors,"July 4, 2018",Varies with device,Varies with device,,,,
Minecraft,FAMILY,4.5,2375336,Varies with device,"10,000,000+",Paid,$6.99,Everyone 10+,Arcade;Action & Adventure,"July 24, 2018",1.5.2.1,Varies with device,30002.0,29000000.0,1000000.0,0.0
Gaydorado,FAMILY,3.9,8419,47M,"100,000+",Free,0,Teen,Role Playing,"August 1, 2018",0.0.42,4.0.3 and up,56.0,0.0,1000.0,0.0
Mosaic puzzles,FAMILY,4.4,1595,14M,"500,000+",Free,0,Everyone,Puzzle;Brain Games,"July 4, 2018",2.8,4.0.3 and up,423105.0,0.0,10000000.0,0.0
Avios for Android,TRAVEL_AND_LOCAL,2.5,862,30M,"100,000+",Free,0,Everyone,Travel & Local,"April 10, 2018",7.8.0,5.0 and up,14.0,45000000.0,100.0,0.0
Jax Sheriff (FL),LIFESTYLE,4.2,53,16M,"5,000+",Free,0,Everyone,Lifestyle,"June 25, 2018",2.0.1,4.1 and up,,,,
Wisepilot for XPERIA™,TRAVEL_AND_LOCAL,3.7,21443,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"January 30, 2018",Varies with device,Varies with device,6474672.0,0.0,500000000.0,0.0
Fingerprint Lock Screen Prank,TOOLS,4.1,10786,4.3M,"1,000,000+",Free,0,Everyone,Tools,"December 9, 2017",5.0,4.0 and up,,,,
Pocket GMAT Math,EDUCATION,4.3,656,556k,"10,000+",Free,0,Everyone,Education,"July 11, 2014",1.1,2.2 and up,296829.0,11000000.0,10000000.0,0.0
Love Dance,GAME,4.0,29462,44M,"1,000,000+",Free,0,Teen,Music,"June 14, 2018",1.1.7,4.0 and up,109.0,3500000.0,10000.0,0.0
ChatBot AI Talking Girl,FAMILY,3.8,3597,25M,"100,000+",Free,0,Everyone 10+,Entertainment,"July 31, 2018",1.0.16,4.0.3 and up,63.0,13000000.0,5000.0,0.0
Egg: clicker,FAMILY,3.7,40678,15M,"1,000,000+",Free,0,Everyone,Casual,"May 22, 2017",2.1.3,4.0 and up,,,,
Agenda EF,FAMILY,3.4,79,33M,"5,000+",Free,0,Everyone,Education,"May 27, 2015",1.03,3.0 and up,,,,
Snapp,MAPS_AND_NAVIGATION,4.5,37937,25M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 1, 2018",3.6.7,4.0.3 and up,1.0,60000000.0,100.0,0.99
Dinosaur Simulator: Dino World,GAME,4.0,26649,66M,"5,000,000+",Free,0,Teen,Action,"August 5, 2018",1.2,4.2 and up,102858.0,9800000.0,1000000.0,0.0
Dr. Panda Hospital,FAMILY,4.4,1091,45M,"50,000+",Paid,$2.99,Everyone,Education;Pretend Play,"December 5, 2013",1.6,2.0.1 and up,68358.0,7200000.0,5000000.0,0.0
VZ Navigator,TRAVEL_AND_LOCAL,4.0,16101,Varies with device,"50,000,000+",Free,0,Everyone,Travel & Local,"January 22, 2018",Varies with device,4.2 and up,26421.0,0.0,1000000.0,0.0
Shop 'n Save,SHOPPING,3.4,620,40M,"100,000+",Free,0,Everyone,Shopping,"March 13, 2018",2.2.8,4.1 and up,13.0,1300000.0,500.0,0.0
"Moco+ - Chat, Meet People",DATING,4.2,1546,Varies with device,"10,000+",Paid,$3.99,Mature 17+,Dating,"June 19, 2018",2.6.139,4.1 and up,32346.0,3200000.0,1000000.0,0.0
DRAGON BALL LEGENDS,GAME,4.6,337913,48M,"5,000,000+",Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,3617.0,19000000.0,1000000.0,0.0
Messenger – Text and Video Chat for Free,COMMUNICATION,4.0,56646578,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device,104990.0,10000000.0,5000000.0,0.0
BA Calculator,PRODUCTIVITY,4.1,22,2.4M,"5,000+",Free,0,Everyone,Productivity,"July 22, 2018",1.2.1,4.0.3 and up,769.0,13000000.0,100000.0,0.0
Minion Rush: Despicable Me Official Game,GAME,4.5,10216538,Varies with device,"100,000,000+",Free,0,Everyone 10+,Casual;Action & Adventure,"July 12, 2018",Varies with device,Varies with device,260651.0,51000000.0,10000000.0,0.0
Gun Shoot War Q,GAME,4.2,26893,20M,"1,000,000+",Free,0,Teen,Arcade,"March 1, 2017",1.0.5,2.3 and up,3873.0,63000000.0,10000.0,0.0
Google Photos,PHOTOGRAPHY,4.5,10859051,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,87300.0,0.0,1000000.0,0.0
I am Nose Doctor -Save my Nose,FAMILY,4.2,3133,34M,"500,000+",Free,0,Everyone,Casual,"January 4, 2016",1.1.1,3.1 and up,48253.0,0.0,1000000.0,0.0
Anime Manga Coloring Book,ART_AND_DESIGN,4.5,5035,11M,"100,000+",Free,0,Everyone,Art & Design,"July 19, 2018",2.20,4.0 and up,353.0,4200000.0,10000.0,0.0
AR Sport Cars,FAMILY,3.6,284,70M,"10,000+",Free,0,Everyone,Simulation,"June 10, 2017",1.0,4.1 and up,83.0,414000.0,10000.0,0.0
DB TOS - Pocket Helper,TOOLS,4.2,265,Varies with device,"10,000+",Free,0,Everyone,Tools,"May 22, 2016",1.7,4.0 and up,26.0,0.0,1000.0,0.0
Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4.0M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 3, 2018",3.2.2,4.0.3 and up,13.0,19000000.0,100.0,0.99
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",Free,0,Everyone,Entertainment,"June 20, 2018",9.1.4,4.4 and up,8188.0,22000000.0,100000.0,0.0
Sprig by CO-OP,FINANCE,2.9,252,18M,"10,000+",Free,0,Everyone,Finance,"October 11, 2017",1.4.1033,4.1 and up,13.0,28000000.0,1000.0,0.0
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56M,"500,000+",Free,0,Everyone,Education;Education,"June 2, 2018",5.3.11,5.0 and up,1.0,3300000.0,10.0,0.0
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,608k,"1,000+",Free,0,Everyone,Books & Reference,"July 23, 2017",1.09,4.2 and up,,,,
Al-Quran Ahmad Saud Offline,FAMILY,4.7,7116,40M,"100,000+",Free,0,Everyone,Education,"August 9, 2016",1.0,2.3.3 and up,2.0,6000000.0,10.0,0.0
Kids Animals Jigsaw Puzzles 😄,FAMILY,4.1,51895,22M,"10,000,000+",Free,0,Everyone,Educational;Brain Games,"June 16, 2018",18.1,4.2 and up,33177.0,10000000.0,1000000.0,0.0
ForecaWeather,WEATHER,4.2,18425,5.3M,"1,000,000+",Free,0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,290.0,40000000.0,50000.0,0.0
CL Pro App for Craigslist,SHOPPING,4.0,119,1.3M,"10,000+",Free,0,Everyone,Shopping,"July 1, 2017",CL Pro for Craigslist - Canada 150,4.0 and up,15068.0,2500000.0,1000000.0,0.0
101 C Programming Problems,FAMILY,4.6,498,5.0M,"50,000+",Free,0,Everyone,Education,"October 15, 2017",2.0,4.0.3 and up,241.0,20000000.0,100000.0,0.0
Microsoft Excel,PRODUCTIVITY,4.5,1079491,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"July 14, 2018",16.0.10325.20059,4.4 and up,9873470.0,74000000.0,100000000.0,0.0
3D Color by Number with Voxels,FAMILY,4.5,5481,69M,"500,000+",Free,0,Everyone,Entertainment,"July 7, 2018",1.3,4.4 and up,217736.0,87000000.0,10000000.0,0.0
Ra Ga Ba,GAME,5.0,2,20M,1+,Paid,$1.49,Everyone,Arcade,"February 8, 2017",1.0.4,2.3 and up,289.0,19000000.0,100000.0,0.0
Water Drink Reminder,HEALTH_AND_FITNESS,4.6,524299,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 29, 2018",Varies with device,Varies with device,369203.0,24000000.0,50000000.0,0.0
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3M,"100,000+",Free,0,Everyone,Comics,"December 18, 2017",1.6,4.0 and up,5387333.0,0.0,100000000.0,0.0
